pokedex_number,name,status,species,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,generation,type_number,type_1,type_2,egg_type_number,egg_type_1,egg_type_2
681,Aegislash Blade Forme,Normal,Royal Sword Pokémon,1.7,53.0,1,Stance Change,,,520,60,150,50,150,50,60,45.0,70.0,234.0,Medium Fast,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,6,2,Steel,Ghost,1,Mineral,
681,Aegislash Shield Forme,Normal,Royal Sword Pokémon,1.7,53.0,1,Stance Change,,,520,60,50,150,50,150,60,45.0,70.0,234.0,Medium Fast,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,6,2,Steel,Ghost,1,Mineral,
682,Spritzee,Normal,Perfume Pokémon,0.2,0.5,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,200.0,70.0,68.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,6,1,Fairy,,1,Fairy,
683,Aromatisse,Normal,Fragrance Pokémon,0.79,15.5,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,140.0,70.0,162.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,6,1,Fairy,,1,Fairy,
684,Swirlix,Normal,Cotton Candy Pokémon,0.41,3.5,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,200.0,70.0,68.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,6,1,Fairy,,1,Fairy,
685,Slurpuff,Normal,Meringue Pokémon,0.79,5.0,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,140.0,70.0,168.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,6,1,Fairy,,1,Fairy,
686,Inkay,Normal,Revolving Pokémon,0.41,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190.0,70.0,58.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,6,2,Dark,Psychic,2,Water 1,Water 2
687,Malamar,Normal,Overturning Pokémon,1.5,47.0,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80.0,70.0,169.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,6,2,Dark,Psychic,2,Water 1,Water 2
688,Binacle,Normal,Two-Handed Pokémon,0.51,31.0,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120.0,70.0,61.0,Medium Fast,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,Rock,Water,1,Water 3,
689,Barbaracle,Normal,Collective Pokémon,1.3,96.0,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45.0,70.0,175.0,Medium Fast,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,Rock,Water,1,Water 3,
690,Skrelp,Normal,Mock Kelp Pokémon,0.51,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225.0,70.0,64.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,6,2,Poison,Water,2,Dragon,Water 1
691,Dragalge,Normal,Mock Kelp Pokémon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55.0,70.0,173.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,6,2,Poison,Dragon,2,Dragon,Water 1
692,Clauncher,Normal,Water Gun Pokémon,0.51,8.3,1,Mega Launcher,,,330,50,53,62,58,63,44,225.0,70.0,66.0,Slow,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6,1,Water,,2,Water 1,Water 3
693,Clawitzer,Normal,Howitzer Pokémon,1.3,35.3,1,Mega Launcher,,,500,71,73,88,120,89,59,55.0,70.0,100.0,Slow,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6,1,Water,,2,Water 1,Water 3
694,Helioptile,Normal,Generator Pokémon,0.51,6.0,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190.0,70.0,58.0,Medium Fast,50.0,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,6,2,Electric,Normal,2,Dragon,Monster
695,Heliolisk,Normal,Generator Pokémon,0.99,21.0,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75.0,70.0,168.0,Medium Fast,50.0,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,6,2,Electric,Normal,2,Dragon,Monster
696,Tyrunt,Normal,Royal Heir Pokémon,0.79,26.0,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45.0,70.0,72.0,Medium Fast,87.5,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,6,2,Rock,Dragon,2,Dragon,Monster
697,Tyrantrum,Normal,Despot Pokémon,2.49,270.0,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45.0,70.0,182.0,Medium Fast,87.5,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,6,2,Rock,Dragon,2,Dragon,Monster
698,Amaura,Normal,Tundra Pokémon,1.3,25.2,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,45.0,70.0,72.0,Medium Fast,87.5,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,6,2,Rock,Ice,1,Monster,
699,Aurorus,Normal,Tundra Pokémon,2.69,225.0,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,45.0,70.0,104.0,Medium Fast,87.5,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,6,2,Rock,Ice,1,Monster,
700,Sylveon,Normal,Intertwining Pokémon,0.99,23.5,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,45.0,70.0,184.0,Medium Fast,87.5,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,6,1,Fairy,,1,Field,
701,Hawlucha,Normal,Wrestling Pokémon,0.79,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100.0,70.0,175.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,6,2,Fighting,Flying,2,Flying,Human-Like
702,Dedenne,Normal,Antenna Pokémon,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180.0,70.0,151.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,6,2,Electric,Fairy,2,Fairy,Field
703,Carbink,Normal,Jewel Pokémon,0.3,5.7,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,60.0,70.0,100.0,Slow,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,6,2,Rock,Fairy,2,Fairy,Mineral
704,Goomy,Normal,Soft Tissue Pokémon,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45.0,35.0,60.0,Slow,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6,1,Dragon,,1,Dragon,
705,Sliggoo,Normal,Soft Tissue Pokémon,0.79,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45.0,35.0,158.0,Slow,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6,1,Dragon,,1,Dragon,
706,Goodra,Normal,Dragon Pokémon,2.01,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45.0,35.0,270.0,Slow,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6,1,Dragon,,1,Dragon,
707,Klefki,Normal,Key Ring Pokémon,0.2,3.0,2,Prankster,,Magician,470,57,80,91,80,87,75,75.0,70.0,165.0,Fast,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,6,2,Steel,Fairy,1,Mineral,
708,Phantump,Normal,Stump Pokémon,0.41,7.0,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120.0,70.0,62.0,Medium Fast,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6,2,Ghost,Grass,2,Amorphous,Grass
709,Trevenant,Normal,Elder Tree Pokémon,1.5,71.0,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60.0,70.0,166.0,Medium Fast,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6,2,Ghost,Grass,2,Amorphous,Grass
710,Pumpkaboo Average Size,Normal,Pumpkin Pokémon,0.41,5.0,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120.0,70.0,67.0,Medium Fast,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6,2,Ghost,Grass,1,Amorphous,
710,Pumpkaboo Small Size,Normal,Pumpkin Pokémon,0.3,3.5,3,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,120.0,70.0,67.0,Medium Fast,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6,2,Ghost,Grass,1,Amorphous,
710,Pumpkaboo Large Size,Normal,Pumpkin Pokémon,0.51,7.5,3,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46,120.0,70.0,67.0,Medium Fast,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6,2,Ghost,Grass,1,Amorphous,
710,Pumpkaboo Super Size,Normal,Pumpkin Pokémon,0.79,15.0,3,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,120.0,70.0,67.0,Medium Fast,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6,2,Ghost,Grass,1,Amorphous,
711,Gourgeist Average Size,Normal,Pumpkin Pokémon,0.89,12.5,3,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60.0,70.0,173.0,Medium Fast,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6,2,Ghost,Grass,1,Amorphous,
711,Gourgeist Small Size,Normal,Pumpkin Pokémon,0.71,9.5,3,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99,60.0,70.0,173.0,Medium Fast,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6,2,Ghost,Grass,1,Amorphous,
711,Gourgeist Large Size,Normal,Pumpkin Pokémon,1.09,14.0,3,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69,60.0,70.0,173.0,Medium Fast,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6,2,Ghost,Grass,1,Amorphous,
711,Gourgeist Super Size,Normal,Pumpkin Pokémon,1.7,39.0,3,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,60.0,70.0,173.0,Medium Fast,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6,2,Ghost,Grass,1,Amorphous,
712,Bergmite,Normal,Ice Chunk Pokémon,0.99,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190.0,70.0,61.0,Medium Fast,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,6,1,Ice,,2,Mineral,Monster
713,Avalugg,Normal,Iceberg Pokémon,2.01,505.0,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55.0,70.0,180.0,Medium Fast,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,6,1,Ice,,2,Mineral,Monster
714,Noibat,Normal,Sound Wave Pokémon,0.51,8.0,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190.0,70.0,49.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,6,2,Flying,Dragon,2,Dragon,Flying
715,Noivern,Normal,Sound Wave Pokémon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45.0,70.0,187.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,6,2,Flying,Dragon,2,Dragon,Flying
716,Xerneas,Legendary,Life Pokémon,3.0,215.0,1,Fairy Aura,,,680,126,131,95,131,98,99,45.0,0.0,306.0,Slow,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,6,1,Fairy,,1,Undiscovered,
717,Yveltal,Legendary,Destruction Pokémon,5.79,203.0,1,Dark Aura,,,680,126,131,95,131,98,99,45.0,0.0,306.0,Slow,,120.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,6,2,Dark,Flying,1,Undiscovered,
718,Zygarde 50% Forme,Legendary,Order Pokémon,5.0,305.0,2,Aura Break,Power Construct,,600,108,100,121,81,95,95,3.0,0.0,270.0,Slow,,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,6,2,Dragon,Ground,1,Undiscovered,
718,Zygarde 10% Forme,Legendary,Order Pokémon,1.19,33.5,2,Aura Break,Power Construct,,486,54,100,71,61,85,115,3.0,0.0,219.0,Slow,,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,6,2,Dragon,Ground,1,Undiscovered,
718,Zygarde Complete Forme,Legendary,Order Pokémon,4.5,610.0,1,Power Construct,,,708,216,100,121,91,95,85,3.0,0.0,319.0,Slow,,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,6,2,Dragon,Ground,1,Undiscovered,
719,Diancie,Mythical,Jewel Pokémon,0.71,8.8,1,Clear Body,,,600,50,100,150,100,150,50,3.0,70.0,270.0,Slow,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,6,2,Rock,Fairy,1,Undiscovered,
719,Mega Diancie,Mythical,Jewel Pokémon,1.09,27.8,1,Magic Bounce,,,700,50,160,110,160,110,110,3.0,70.0,315.0,Slow,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,6,2,Rock,Fairy,1,Undiscovered,
720,Hoopa Hoopa Confined,Mythical,Mischief Pokémon,0.51,9.0,1,Magician,,,600,80,110,60,150,130,70,3.0,100.0,270.0,Slow,,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,6,2,Psychic,Ghost,1,Undiscovered,
720,Hoopa Hoopa Unbound,Mythical,Djinn Pokémon,6.5,490.0,1,Magician,,,680,80,160,60,170,130,80,3.0,100.0,306.0,Slow,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,6,2,Psychic,Dark,1,Undiscovered,
721,Volcanion,Mythical,Steam Pokémon,1.7,195.0,1,Water Absorb,,,600,80,110,120,130,90,70,3.0,100.0,270.0,Slow,,120.0,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,6,2,Fire,Water,1,Undiscovered,
722,Rowlet,Normal,Grass Quill Pokémon,0.3,1.5,2,Overgrow,,Long Reach,320,68,55,55,50,50,42,45.0,70.0,64.0,Medium Slow,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7,2,Grass,Flying,1,Flying,
723,Dartrix,Normal,Blade Quill Pokémon,0.71,16.0,2,Overgrow,,Long Reach,420,78,75,75,70,70,52,45.0,70.0,147.0,Medium Slow,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7,2,Grass,Flying,1,Flying,
724,Decidueye,Normal,Arrow Quill Pokémon,1.6,36.6,2,Overgrow,,Long Reach,530,78,107,75,100,100,70,45.0,70.0,239.0,Medium Slow,87.5,15.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7,2,Grass,Ghost,1,Flying,
725,Litten,Normal,Fire Cat Pokémon,0.41,4.3,2,Blaze,,Intimidate,320,45,65,40,60,40,70,45.0,70.0,64.0,Medium Slow,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,7,1,Fire,,1,Field,
726,Torracat,Normal,Fire Cat Pokémon,0.71,25.0,2,Blaze,,Intimidate,420,65,85,50,80,50,90,45.0,70.0,147.0,Medium Slow,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,7,1,Fire,,1,Field,
727,Incineroar,Normal,Heel Pokémon,1.8,83.0,2,Blaze,,Intimidate,530,95,115,90,80,90,60,45.0,70.0,239.0,Medium Slow,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,7,2,Fire,Dark,1,Field,
728,Popplio,Normal,Sea Lion Pokémon,0.41,7.5,2,Torrent,,Liquid Voice,320,50,54,54,66,56,40,45.0,70.0,64.0,Medium Slow,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,7,1,Water,,2,Field,Water 1
729,Brionne,Normal,Pop Star Pokémon,0.61,17.5,2,Torrent,,Liquid Voice,420,60,69,69,91,81,50,45.0,70.0,147.0,Medium Slow,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,7,1,Water,,2,Field,Water 1
730,Primarina,Normal,Soloist Pokémon,1.8,44.0,2,Torrent,,Liquid Voice,530,80,74,74,126,116,60,45.0,70.0,239.0,Medium Slow,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,7,2,Water,Fairy,2,Field,Water 1
731,Pikipek,Normal,Woodpecker Pokémon,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255.0,70.0,53.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,7,2,Normal,Flying,1,Flying,
732,Trumbeak,Normal,Bugle Beak Pokémon,0.61,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120.0,70.0,124.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,7,2,Normal,Flying,1,Flying,
733,Toucannon,Normal,Cannon Pokémon,1.09,26.0,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45.0,70.0,218.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,7,2,Normal,Flying,1,Flying,
734,Yungoos,Normal,Loitering Pokémon,0.41,6.0,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255.0,70.0,51.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7,1,Normal,,1,Field,
735,Gumshoos,Normal,Stakeout Pokémon,0.71,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127.0,70.0,146.0,Medium Fast,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7,1,Normal,,1,Field,
736,Grubbin,Normal,Larva Pokémon,0.41,4.4,1,Swarm,,,300,47,62,45,55,45,46,255.0,70.0,60.0,Medium Fast,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7,1,Bug,,1,Bug,
737,Charjabug,Normal,Battery Pokémon,0.51,10.5,1,Battery,,,400,57,82,95,55,75,36,120.0,70.0,140.0,Medium Fast,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,7,2,Bug,Electric,1,Bug,
738,Vikavolt,Normal,Stag Beetle Pokémon,1.5,45.0,1,Levitate,,,500,77,70,90,145,75,43,45.0,70.0,225.0,Medium Fast,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,7,2,Bug,Electric,1,Bug,
739,Crabrawler,Normal,Boxing Pokémon,0.61,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225.0,70.0,68.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,7,1,Fighting,,1,Water 3,
740,Crabominable,Normal,Woolly Crab Pokémon,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60.0,70.0,167.0,Medium Fast,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,7,2,Fighting,Ice,1,Water 3,
741,Oricorio Baile Style,Normal,Dancing Pokémon,0.61,3.4,1,Dancer,,,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,25.0,20.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,7,2,Fire,Flying,1,Flying,
741,Oricorio Pom-Pom Style,Normal,Dancing Pokémon,0.61,3.4,1,Dancer,,,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,25.0,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,7,2,Electric,Flying,1,Flying,
741,Oricorio Pa'u Style,Normal,Dancing Pokémon,0.61,3.4,1,Dancer,,,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,25.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,7,2,Psychic,Flying,1,Flying,
741,Oricorio Sensu Style,Normal,Dancing Pokémon,0.61,3.4,1,Dancer,,,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,25.0,20.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,7,2,Ghost,Flying,1,Flying,
